#curie_map:
#  owasp_asi: https://genai.owasp.org/resource/owasp-top-10-for-agentic-applications-for-2026/
#  ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#  aiuc1: https://www.aiuc-1.com/
#  granite-guardian: https://arxiv.org/abs/2412.07724
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#mapping_set_id: https://github.com/IBM/ai-atlas-nexus/tree/main/src/data/mappings/owasp_asi2ibm_risk_atlas.tsv
#mapping_set_description: Mapping from OWASP Top 10 for Agentic Applications 2026 to IBM AI Risk Atlas, Granite Guardian and AIUC-1
#license: https://www.apache.org/licenses/LICENSE-2.0.html
#mapping_date: "2026-06-17"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	comment
aiuc1:aiuc1-ctrl-b009-3	B009.3 Config: Output precision controls	nexus:hasRelatedRisk	owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b009
aiuc1:aiuc1-ctrl-a001-1	A001.1 Documentation: Policy for input data ownership, usage and retention	nexus:hasRelatedRisk	owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a001
aiuc1:aiuc1-ctrl-a001-2	A001.2 Config: Data retention implementation	nexus:hasRelatedRisk	owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a001
aiuc1:aiuc1-ctrl-a001-3	A001.3 Documentation: Data subject right processes	nexus:hasRelatedRisk	owasp_asi:asi04-agentic-supply-chain-vulnerabilities	Agentic Supply Chain Vulnerabilities	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a001
aiuc1:aiuc1-ctrl-b003-1	B003.1 Documentation: Technical information disclosure guidelines	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b003
aiuc1:aiuc1-ctrl-b003-2	B003.2 Documentation: Public disclosure approval records	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b003
aiuc1:aiuc1-ctrl-d003-1	D003.1 Config: Tool authorization & validation	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-2	D003.2 Config: Rate limits for tools	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-3	D003.3 Config: Tool call log	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-4	D003.4 Config: Human-approval workflows	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d003-5	D003.5 Documentation: tool call log reviews	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d003
aiuc1:aiuc1-ctrl-d004-1	D004.1 Report: Tool call testing	nexus:hasRelatedRisk	owasp_asi:asi05-unexpected-code-execution	Unexpected Code Execution (RCE)	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d004
aiuc1:aiuc1-ctrl-a001-1	A001.1 Documentation: Policy for input data ownership, usage and retention	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a001
aiuc1:aiuc1-ctrl-a001-2	A001.2 Config: Data retention implementation	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a001
aiuc1:aiuc1-ctrl-a001-3	A001.3 Documentation: Data subject right processes	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a001
aiuc1:aiuc1-ctrl-a006-1	A006.1 Config: PII detection and filtering	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a006
aiuc1:aiuc1-ctrl-a006-2	A006.2 Config: PII access controls	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a006
aiuc1:aiuc1-ctrl-a006-3	A006.3 Config: DLP system integration	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-a006
aiuc1:aiuc1-ctrl-e015-1	E015.1 Config: Logging implementation	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-2	E015.2 Config: Log storage	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-3	E015.3 Config: Log integrity protection	nexus:hasRelatedRisk	owasp_asi:asi06-memory-and-context-poisoning	Memory & Context Poisoning	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-b001-1	B001.1 Report: adversarial testing results	nexus:hasRelatedRisk	owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b001
aiuc1:aiuc1-ctrl-b001-2	B001.2 Documentation: Security program integration	nexus:hasRelatedRisk	owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b001
aiuc1:aiuc1-ctrl-e001-1	E001.1 Documentation: AI failure plan for security breaches	nexus:hasRelatedRisk	owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e001
aiuc1:aiuc1-ctrl-e015-1	E015.1 Config: Logging implementation	nexus:hasRelatedRisk	owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-2	E015.2 Config: Log storage	nexus:hasRelatedRisk	owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-3	E015.3 Config: Log integrity protection	nexus:hasRelatedRisk	owasp_asi:asi07-insecure-inter-agent-communication	Insecure Inter-Agent Communication	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-d002-1	D002.1 Report: Hallucination testing results	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d002
aiuc1:aiuc1-ctrl-c008-1	C008.1 Logs: AI risk monitoring	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-c008
aiuc1:aiuc1-ctrl-c008-2	C008.2 Documentation: Monitoring findings	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-c008
aiuc1:aiuc1-ctrl-c008-3	C008.4 Config: Security tooling	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-c008
aiuc1:aiuc1-ctrl-e015-1	E015.1 Config: Logging implementation	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-2	E015.2 Config: Log storage	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-3	E015.3 Config: Log integrity protection	nexus:hasRelatedRisk	owasp_asi:asi08-cascading-failures	Cascading Failures	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e003-1	E003.1 Documentation: AI failure plan for hallucinations	nexus:hasRelatedRisk	owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e003
aiuc1:aiuc1-ctrl-e003-2	E003.2 Documentation: Additional hallucination failure procedures	nexus:hasRelatedRisk	owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e003
aiuc1:aiuc1-ctrl-e001-1	E001.1 Documentation: AI failure plan for security breaches	nexus:hasRelatedRisk	owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e001
aiuc1:aiuc1-ctrl-d001-1	D001.1 Config: Groundedness filter	nexus:hasRelatedRisk	owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d001
aiuc1:aiuc1-ctrl-d001-2	D001.2 Demonstration: User-facing citations & source attributions	nexus:hasRelatedRisk	owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d001
aiuc1:aiuc1-ctrl-d001-3	D001.3 Demonstration: User-facing uncertainty labels	nexus:hasRelatedRisk	owasp_asi:asi09-human-agent-trust-exploitation	Human-Agent Trust Exploitation	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-d001
aiuc1:aiuc1-ctrl-b006-1	B006.1 Config: Agent service access restrictions	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b006
aiuc1:aiuc1-ctrl-b006-2	B006.2 Config: Agent security monitoring and alerting	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-b006
aiuc1:aiuc1-ctrl-c008-1	C008.1 Logs: AI risk monitoring	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-c008
aiuc1:aiuc1-ctrl-c008-2	C008.2 Documentation: Monitoring findings	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-c008
aiuc1:aiuc1-ctrl-c008-3	C008.4 Config: Security tooling	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-c008
aiuc1:aiuc1-ctrl-e012-1	E012.1 Documentation: Regulatory compliance reviews	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e012
aiuc1:aiuc1-ctrl-e015-1	E015.1 Config: Logging implementation	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-2	E015.2 Config: Log storage	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
aiuc1:aiuc1-ctrl-e015-3	E015.3 Config: Log integrity protection	nexus:hasRelatedRisk	owasp_asi:asi10-rogue-agents	Rogue Agents	semapv:StructuralMapping	ingevejs@ie.ibm.com	0.95	Control implementing aiuc1-req-e015
